id,Target
1,9.591152667999268
2,14.076974213123322
3,5.8759327828884125
4,11.975524336099625
5,10.162886053323746
6,11.4646016061306
7,10.147065341472626
8,7.863589257001877
9,10.279485493898392
10,9.338399738073349
11,10.710882902145386
12,7.416537433862686
13,10.805099219083786
14,8.425984263420105
15,13.346925377845764
16,12.725320279598236
17,13.924684822559357
18,6.397555500268936
19,9.901217103004456
20,9.963291436433792
21,8.04852905869484
22,9.725047051906586
23,9.500413239002228
24,8.549879312515259
25,13.997481524944305
26,6.42146223783493
27,9.971389651298523
28,14.76649671792984
29,11.812358409166336
30,10.668989598751068
31,7.841396301984787
32,9.936815053224564
33,6.32834567129612
34,11.225330203771591
35,10.501422435045242
36,7.1080551743507385
37,9.794467210769653
38,9.740183115005493
39,11.657519072294235
40,9.085155665874481
41,10.71158304810524
42,7.9547684490680695
43,8.770927727222443
44,12.846691638231277
45,6.264467939734459
46,9.555736005306244
47,8.27449482679367
48,10.302628964185715
49,10.155145585536957
50,8.083700239658356
51,10.0424285531044
52,10.318868190050125
53,11.861085504293442
54,10.48127767443657
55,8.764906227588654
56,9.589983135461807
57,11.236189365386963
58,9.881177544593811
59,10.820856124162674
60,6.391682043671608
61,11.546501606702805
62,13.466830968856812
63,6.5078224539756775
64,15.10071986913681
65,12.481558859348297
66,9.24537044763565
67,8.410928606987
68,8.487831383943558
69,11.978890120983124
70,8.258132368326187
71,9.125443875789642
72,9.824313580989838
73,7.174113601446152
74,7.971376746892929
75,10.148663252592087
76,7.763194501399994
77,12.891230404376984
78,9.332858115434647
79,9.20562869310379
80,8.491995424032211
81,11.064492493867874
82,11.13607269525528
83,10.464699268341064
84,6.461633056402206
85,9.671695083379745
86,6.336074098944664
87,10.25164520740509
88,7.1481412053108215
89,7.872772723436356
90,11.158632218837738
91,11.763066828250885
92,9.582704275846481
93,9.619886130094528
94,12.761608600616455
95,10.023734152317047
96,10.623264640569687
97,10.43062049150467
98,11.45984673500061
99,9.382147252559662
100,10.470602869987488
101,11.492375612258911
102,10.064450472593307
103,11.860738158226013
104,9.838020473718643
105,11.501717537641525
106,7.804591596126556
107,10.988228768110275
108,7.938783794641495
109,8.72298738360405
110,9.725677132606506
111,10.200697928667068
112,11.898187637329102
113,15.227859914302826
114,9.209065109491348
115,8.30940493941307
116,10.71599081158638
117,9.632591843605042
118,8.474473774433136
119,8.139537304639816
120,11.460206538438797
121,8.847768813371658
122,11.988184034824371
123,11.4664266705513
124,6.894776672124863
125,6.423078656196594
126,11.437582582235336
127,11.17021968960762
128,12.632639914751053
129,12.061677634716034
130,12.127578645944595
